0.055083,0.12029
0.10117,0.038738
0.24901,0.27104
0.18672,0.094111
0.083231,0.14767
0.1402,0.070729
0.30079,0.2061
0.15209,0.086448
0.59928,0.33382
-0.040418,0.056474
-0.042092,-0.088293
0.032236,-0.054008
0.087689,0.096385
0.20694,0.1687
0.13484,-0.023418
0.11212,0.10338
0.079054,0.083026
-0.04017,-0.035759
0.14072,0.20203
0.0098583,-0.092023
0.063285,0.00018726
0.18418,0.19155
0.36734,0.26292
0.053274,0.035254
0.19033,0.11504
0.12238,0.2619
0.058327,0.053678
0.010564,0.12356
0.047013,0.057112
6.7023e-05,-0.044373
0.067773,0.14103
-0.020655,0.062458
0.33592,0.3639
0.18177,0.24346
0.17576,-0.0034061
0.077929,-0.009143
-0.14917,-0.17176
0.13502,0.15396
0.063976,0.094612
