0.028066,0.0059573
0.31212,0.13837
0.15313,0.10481
0.18185,0.01003
0.13857,0.16095
0.035189,-0.054112
0.28783,0.13925
0.22732,0.15304
0.79018,0.54576
0.11986,0.1805
0.083371,-0.017868
0.10013,0.00075045
0.053362,-0.11121
0.40542,0.35096
0.20564,0.060654
0.21816,0.13632
0.073262,0.10593
0.13075,0.065551
0.16272,0.22382
0.070408,0.0027469
0.017005,-0.076992
0.21972,0.18429
0.56954,0.39397
0.1296,-0.050089
0.33129,0.24252
0.12082,0.16459
0.085555,0.11807
0.00063844,0.028812
0.018104,-0.089153
0.094682,-0.047351
0.072764,0.16375
-0.02065,0.013154
0.32577,0.3345
0.30024,0.32295
0.26078,0.068568
0.089208,-0.038045
-0.15062,-0.23917
0.35514,0.3302
0.062748,-0.03441
